STATISTICHE UFFICIALI 2014/2015,,,,,,,,,,,,,,,,,,,,
Solo su WWW.FANTAGAZZETTA.COMi voti alle prime luci dell'alba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Codice,Ruolo,Calciatore,Squadra,P,Amm,Esp,Gf,Gs,assist,As,Af,Rp,R-,R+,Aut,Gv,Media Voto,Gp,FantaMedia,FantaMedia+
865,C,TINO COSTA,GENOA,5,3,0,2,0,0,0,0,0,0,0,0,1,6.2,0,7.1,7.1
338,C,BARRETO E.,PALERMO,24,2,2,2,0,3,3,0,0,0,0,0,1,6.19,0,6.31,6.44
232,C,PEREYRA,JUVENTUS,32,2,0,4,0,2,2,0,0,0,0,0,0,6.17,0,6.52,6.58
531,C,ROMULO,JUVENTUS,3,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,6.17,6.17
346,C,RIGONI,PALERMO,31,11,0,9,0,0,0,0,0,0,0,0,2,6.16,0,6.85,6.85
390,C,FLORENZI,ROMA,35,9,0,4,0,4,4,0,0,0,1,0,1,6.16,0,6.46,6.57
179,C,RINCON,GENOA,29,8,0,0,0,1,1,0,0,0,0,0,0,6.16,0,6.02,6.05
345,C,QUAISON,PALERMO,13,2,0,2,0,1,1,0,0,0,0,0,0,6.15,0,6.54,6.62
226,C,COMAN,JUVENTUS,7,0,0,0,0,2,2,0,0,0,0,0,0,6.14,0,6.14,6.43
749,C,MAURI J.,PARMA,33,6,0,2,0,1,1,0,0,0,0,0,1,6.14,0,6.23,6.26
883,C,VARELA,PARMA,19,3,0,3,0,1,1,0,0,0,0,0,1,6.13,1,6.53,6.58
199,C,HERNANES,INTER,24,6,0,5,0,2,2,0,0,0,0,0,1,6.13,1,6.63,6.71
260,C,LULIC,LAZIO,24,9,0,3,0,4,4,0,0,0,0,0,0,6.13,0,6.31,6.48
261,C,MAURI,LAZIO,27,5,0,9,0,1,1,0,0,0,0,0,2,6.13,0,7.04,7.07
142,C,CUADRADO,FIORENTINA,17,5,0,4,0,1,1,0,0,0,0,0,1,6.12,0,6.68,6.74
23,C,MORALEZ,ATALANTA,30,3,0,5,0,4,4,0,0,0,0,0,1,6.12,0,6.57,6.7
44,C,EKDAL,CAGLIARI,33,7,0,5,0,1,1,0,0,0,0,0,2,6.11,0,6.45,6.48
17,C,BONAVENTURA,MILAN,34,3,1,7,0,1,1,0,0,0,0,0,2,6.1,1,6.65,6.68
18,C,BRIENZA,CESENA,30,2,0,5,0,3,3,0,0,0,3,0,0,6.1,1,6.87,6.97
148,C,PIZARRO,FIORENTINA,25,4,0,0,0,2,2,0,0,0,0,0,0,6.1,0,6.02,6.1
235,C,VIDAL,JUVENTUS,26,7,0,5,0,2,2,0,0,1,2,0,4,6.1,0,6.65,6.73
533,C,VALOTI,VERONA,5,3,0,1,0,1,1,0,0,0,0,0,0,6.1,0,6.4,6.6
500,C,ALLAN,UDINESE,35,8,0,1,0,4,4,0,0,0,0,0,0,6.09,0,6.06,6.17
233,C,PIRLO,JUVENTUS,20,0,0,4,0,4,4,0,0,0,0,0,3,6.08,0,6.67,6.88
394,C,PJANIC,ROMA,33,9,0,5,0,5,5,0,0,0,0,0,3,6.08,0,6.39,6.55
144,C,ILICIC,FIORENTINA,24,6,0,7,0,2,2,0,0,0,1,0,3,6.08,1,6.96,7.04
150,C,VECINO,EMPOLI,36,6,0,2,0,2,2,0,0,0,0,0,1,6.08,1,6.17,6.22
472,C,GAZZI,TORINO,29,12,0,0,0,0,0,0,0,0,0,0,0,6.07,0,5.86,5.86
820,C,GOMEZ A.,ATALANTA,22,0,1,3,0,2,2,0,0,0,0,0,1,6.07,0,6.43,6.52
173,C,FETFATZIDIS,CHIEVO,8,0,0,1,0,0,0,0,0,0,1,0,0,6.06,1,6.81,6.81
176,C,KUCKA,GENOA,32,5,0,2,0,0,0,0,0,0,0,0,1,6.03,0,6.14,6.14
